area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,20,55043,,,"""Bah! You will strip me of all my possessions! You want spells? Feh! This is what I have, bloodsucker!"" He rattles off a list of spells."
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,21,55063,,,"His hand disappears as he reaches into a strange space/not-space. He pulls out a scroll that feels strangely like supple human skin, and thrusts it at you. ""Feh! Take it and be dam... take it!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,22,55072,,,"He grimaces toothily. ""Deep and profound joy it is to tell you that you have plundered all of my copies of that particular spell. Feh!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,23,55081,,,"Forked-Tongue snarls at you. ""You have ruined, destroyed, eviscerated one of the most unique spell libraries in the multiverse... for all the good it will do you. I have no more spells to give you."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,26,55095,,,"""Feh! The fetid stench of a tanar'ri! I can smell it for leagues! Show some respect for my home! Can't you find some fumes or acidic vapors to try and drown your scent? Feh! I'll never get that tanar'ric stench out of the place. It'll draw baatezu from all over the planes."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,27,55096,,,"""Oh, and it's not just any tanar'ri, but a tanar'ri whore who's just walked into my home... things can't get any worse. Come in! Come in! Please, my home is your home!"" He waves his hands in the air in despair. ""Why don't you invite all the rest of your Abyssal harpies into my home to torment me?"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,28,55097,,,"""Feh! The fetid stench of a tanar'ri! I can smell it for leagues! Show some respect for my home! Can't you find some fumes or acidic vapors to try and drown your scent? Feh! I'll never get that tanar'ric stench out of the place. It'll draw baatezu from all over the planes."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,29,55098,,,"""Have you come to kill me?! Torment me? If so, know that I still have much power at my disposal!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,30,55187,,,"""Must you constantly befoul the smell of my home with the rotting stench of a tanar'ri? Ask your questions and begone!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,32,55440,,,"""What do you want of me, what impositions do you have this time?"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,34,55543,,,"""Feh! Of course I am! You must have known that if you came barging into *this* particular monster skull, of all the monster skulls scattering the endless Outlands... or is it just chance that sent an idiot barging in my front door?"" A thought seems to strike him. ""You must swear to tell NO ONE that you know where I am!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,35,55556,,,"He relaxes visibly. ""And how did you find this place, heh?"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,36,55560,,,"""Then be damned! See if I care! Feh! How did you find this place?!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,37,55563,,,"He stiffens. ""Trias? Trias the *Betrayer* sent you here?"" His claws clench and unclench. ""This is the final indignity! That self-righteous bastard! Kill him, and I will reward you with all that I have at my disposal! Flay his skin and bring it to me so I might wear it as a cloak... hurkkk!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,38,55565,,,"""I mean... no, no... do not harm the deva. It would be wrong to do so... I was mistaken. Mistaken, I was."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,39,55569,,,"""Feh! Years of service as an Advocate Infernus! Painstaking detail and organization. I never questioned my superiors. I did ALL that was asked of me. I punished those below me with the cruelest and most inventive punishments when they failed."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,40,55571,,,"""THEN... one slip, and it all comes crashing down! All due to CHANCE. CHAOS. RANDOMNESS. And the lesser races wonder why the baatezu wish the multiverse to be an orderly construct."" He pauses, hissing in anger. ""The deva lied. It *lied.* Trias the betrayer tricked me into signing a contract, and I, blinded by the possibility of capturing him, walked straight into his trap."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,41,55573,,,"""If he dies, the contract is over... but I have not been able to find him, and if I did, how would I harm him?! What am I to do? Even these treacherous thoughts make my mind burn in pain. I was *so* sure I had that paragon of self-righteousness. That short-sighted greed cost me the rest of my centuries of glorious conniving and entombed me in this sinkhole of good will. Bleh."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,42,55574,,,"""And now I am cursed to do good deeds, to aid those in need of aid. Feh! An eternity of curses on Trias! A pox on his blessed aid! May all the dung heaps of Maladomini rain down upon his head!""

He rants for a few more moments, and then turns his attention back to you, and speaks through gritted teeth. ""My contract with the deva now bids me ask what I can do for you. Have you come to torment me? Kill me?"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,43,55593,,,"""Oh, WONDERFUL."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,44,55614,,,"""Feh! We shall see, we shall see! If you do not intend to kill or inflict pain upon me, I fear that the torment is of a subtler nature... by far, the worse of many such pains."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,45,55620,,,"""Feh! Only if you would! Then you could put an end to this shell of an existence!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,46,55626,,,"""How can MORONS speak so much?"" He waves his hand. ""Speak. Speak. Feh!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,47,55649,,,"""Feh. Speak. Speak your piece."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,48,55671,,,"He rolls his eyes. ""Had you seen the glories of Baator, walked through its darkened palaces and visited the screaming steel cities hidden beneath the noisome smokes, you would not ask. Feh!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,49,55676,,,"""Oh, yes. Aren't they beautiful...? Feh! They were the first things to be stripped from me before my exile. Before I was forced to flee the burning halls of my people, the wings were taken as trophies by the lowly *abishai,* for banners in the Blood War. My horns were snapped from my skull, and one was hollowed out as a drinking horn for my Lord Bel, accursed be his name across the planes."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,50,55682,,,"""Feh. A blasted crater in the Outlands that reflects the emptiness and hollowness of my life. Feh. I need little. Marrow from the creature supplies me with food and the peculiar energies of the place prevent scrying fools from finding me... though idiots apparently can still find their way here."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,51,55693,,,"He scrutinizes you closely for the first time. ""Memories run like hollow canyons through my mind, almost-human. Many creatures have I met in an immortal's time... though I do not believe you were among them."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,52,55700,,,"""I was simply living my life in pain-numbing and tragic solitude until you appeared without invitation into this crater of my life. The crater, such a metaphor for my life, for my existence, a pale shadow of the dwellings I used to possess."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,53,55704,,,"He emits a strangled croak. ""I have some few... very few... items that I have accumulated over the years. They are... precious to me... but if you need them..."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,54,55708,,,"""What do you need to know? How to get there? What it is? What? What?!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,55,55718,,,"""Feh! I have said all I intend to say on the matter of the Betrayer. He it was who condemned me to this life, and he whose guts I will see stringing the Gates of Dawn like a celestial harp... no... no... no harm to the deva. Curses!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,56,55732,,,"""I used to be one of the finest Advocates Infernus in Baator... and then I suffered a setback. An overturning, a reversal of my good fortunes. Such things make me hate chance and the chaos of the multiverse all the more."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,57,55746,,,"Forked-Tongue shrugs. ""You all look alike to me... and I think I would have remembered the scarred flesh of your body... it is much like the breathing paintings that bedeck Bel's gallery of skins in Baator, except with less grace and more passion in the scar strokes."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,58,55751,,,"""The violence is great, nearing acceptable levels, but the scars are applied with almost tanar'ric crudity, without any care for maximizing the pain of the recipient. A baatezu artist would be much more devoted to following the paths of pain across the body. Some of these wounds look to be clean kills, others look as if a blind butcher were carving up human steaks."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,59,55753,,,"""Feh. Human art makes me ill sometimes. Such potential, wasted."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,60,55754,,,"""Feh. Human art makes me ill sometimes. Such potential, wasted."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,61,55758,,,"""Feh! To say that tanar'ri are crude is to insult crudity. Any lesser race that revels in chaos, allows itself to be pulled and drowned in its stagnant tides, and calls it 'evil' are not a race at all. They are beasts."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,62,55759,,,"""Feh and double feh! The tanar'ri beasts want to strip law and order from the face of evil! Inexcusable! Intolerable! I cannot-"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,63,55760,,,"""Feh! You say that simply because you are... what you are."" He wags his eyebrows at her. He waves his hand dismissively. ""At least I am still allowed to be cynical."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,64,55764,,,"""Very well, very well."" He scratches his head. ""If I recall correctly - and there is so much I do not, thanks to that accursed deva! - I have heard of a case such as yours. It makes you immortal, does it not?"" "
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,65,55766,,,"""If so, then death itself is no longer sacred. Feh. In my day, mortals remained so and knew their place... now everybody and their mother has the disease of eternal boredom. We should have a gathering and invite everyone across the planes and offer them immortal contracts... it would save all of us hard-working baatezu a great deal of effort. Feh."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,66,55767,,,"""You know that if everyone was immortal, this entire petitioner system would be up the famed fecal creek. Feh. Immortality is not a trinket to be given to unruly children such as you."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,67,55769,,,"""Feh... as I was saying, I recall hearing somewhere about a place called the Fortress of Regrets."" He thinks for a moment. ""Yes... yes, that's it."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,68,55772,,,"He smiles widely. ""I am pleased to inform you that I do NOT know. Not at all! I cannot help you to get there, and that chills my heart in such a delightful way. No. I. Cannot. Help. You. Oh, how I have longed to say those words. How sweet they tas-"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,69,55774,,,"""Eh? Enough of your cross examinations! Yes, yes, I know *somebody* who might know... on Baator lies a pillar of betrayers, liars... and sages. Despite their nature, their knowledge is considerable. They might know where you can find this Fortress of Regrets."" "
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,70,55777,,,"""There is a portal outside my home. It lies in the hand of this giant creature. Go through the arch formed by the left arm of the creature and you will be taken to the Pillar of Skulls. The portal will be active for you now.""	"
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,71,55782,,,"""Eh? Return? Why, I hadn't thought of that. To return from Baator, you need knowledge and a piece of jagged obsidian to cut your tongue. That knowledge you will gain from the Pillar. But there is no reason for you to return here. And no desire on my part to see you again."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,72,55785,,,"He snarls. ""I entertain no thoughts of strangling you and leaving your corpses for the trelons."" "
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,73,55795,,,"""Feh... that is Hatred's Gift, a fine weapon for one such as yourself."" He chuckles to himself. ""I don't think you'll want it... there is a curse laid on it. Perhaps you would reconsider..."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,74,55805,,,"""That old thing? Feh! That is the Gordian knot. Cut it, and you become twice the leader you are already, heh heh. And of course it comes with its own price, one I am thankfully powerless to stop."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,75,55815,,,"He sighs. ""An adder's tear, that is. Put it in your mouth and you shall kiss like an adder, full of venom and hatred."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,76,55825,,,"""A memento from my time in Baator - a knife carved from Baatorian green steel, one of the strongest materials I have ever known. Feh! Take my history and be done!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,77,55851,,,"""That old thing? Feh! It is but a dagger of Baatorian green steel. Holds an edge. It's nothing you would want, to be sure."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,78,55872,,,"""Those? They are *kassegs,* parasites that will lodge in your brain and devour your mental energy with no appreciable benefit... Feh! Cursed contract! They boost your mental power, something you surely could use! Take them! Take them!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,79,55893,,,"""Feh! Of course you will! Is there anything else you require from your *humble* servant?!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,80,55922,,,"""Bah! You will strip me of all my possessions! You want spells? Feh! This is what I have, bloodsucker!"" He rattles off a list of spells."
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,81,55954,,,"His hand disappears as he reaches into a strange space/not-space. He pulls out a scroll that feels strangely like supple human skin, and thrusts it at you. ""Feh! Take it and be dam... take it!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,82,55959,,,"He grimaces toothily. ""Deep and profound joy it is to tell you that you have plundered all of my copies of that particular spell. Feh!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,mixed,83,55964,,,"Forked-Tongue snarls at you. ""You have ruined, destroyed, eviscerated one of the most unique spell libraries in the multiverse... for all the good it will do you. I have no more spells to give you."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,84,55969,,,"""Feh! Have you drummed your skull against every rock that falls from the mountain of ignorance? In the Lower Planes rages the Blood War. There is not another plane that is not touched by this conflict. Think of the most hideous war imaginable, magnify it a billion times in time and scope, and you have a fraction of the battlefield for which the Lower Planes are fought. It is a war of ideology, to define one of the most basic concepts of the multiverse!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,85,55976,,,"""This is the skeleton of Ul-Goris, the father of the goristro. They're living, bearlike siege-towers, juggernauts of chaos, huge, practically unstoppable, highly resistant to magic... and Ul-Goris' bones, in the crater where he fell to his death, radiate much enchantment that prevents magic to spy me, keeping this pitiful frame alive for a few more desperate years. Feh!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,86,55982,,,"""Had you walked the scalding streets of Dis and smelled the sweet stench of burning of flesh, breathed deep the poisonous vapors of Stygia's ice floes, led armies through the night-lit palaces... you would not ask this question, near-man."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,87,55987,,,"""That accursed deva is what happened to me! So secure I was, so sure... Feh! Stripped of my power like a fledgling. No wonder it is that the hordes of Baator's marshals seek me."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,88,55995,,,"""Feh! Have I not told you of the nature of this cursed contract! I can NOT withhold this information. The Pillar... is your only hope."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,89,56001,,,"""Feh... what it is, is a massive pile of heads, the spirits of those dead who got there by telling lies that led to the deaths of others. It's a collection of sages and cheats, all rolled together, with some of the most extensive knowledge of the planes."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,90,56006,,,"""Feh! I shall dispel your ignorance on this matter. Know that there is NO place for a baatezu wrapped in chains of charity where I would WISH to be. Here, at least, may I take shelter from the cruelty of the contract inflicted upon me. That deva has the soul of a fiend, I tell you."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,91,56009,,,"""It gives research a prod... more horrific creations have come about because of the Blood War. Why? Because it's pain, and death, and evil. The tanar'ri fight for chaos and evil... evil through brute force and sudden flurries of whim and hate. Their 'evil' is the evil of the horde, a mob mentality of whirling evil. They kill and plunder."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,92,56013,,,"""The baatezu wish only strictly regimented evil, promoting the cause of evil in a precise, orderly fashion. The tanar'ri murder. The baatezu exploit. The two are determined to exterminate the other."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,93,56017,,,"""Part of my assignment... and I was the best, mind you, was drafting new recruits, mostly planar warriors and mages from other worlds to serve as fodder and front-line troops in the war. Word has it that I caught the eye of Lord Bel himself. Even he saw my worth! Feh! Now my humiliation is complete."""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,94,56023,,,"""Didn't we already go through this? Feh! Stupid humans!"""
Companion Dialog (Any Area),DFHJULL,Fhjull Forked-Tongue,spoken,101,68475,,,"""WHAT? I must endure your presence even longer? Will this torment never cease? Feh! Fine, then, fine! Spread out across the floor! Raid my larder! Knock over my experiments! I'll just be over here fuming! Feh!"" He storms off."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,0,2846,,,"This crackling, billowing creature twists slowly above an iron grill upon the floor of the bar. It may have once been human, but now its skin is charred beyond recognition. Streams of fire form a wreath around the creature's body, and the flames lick at the few remaining pockets of flesh, causing them to bubble and run like wax down the creature's skeletal frame. "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,1,2847,,,"The thing makes no response. It writhes slowly within the flames - it lives, but it does not seem *aware* of anything other than the fire that surrounds it. Its skin is flame, its heart is flame, and you know, within some shadowed corner of your memory, that this thing is *dangerous.*"
Companion Dialog (Any Area),DIGNUS,Ignus,narration,2,16199,,,"The heat surrounding this... creature... is incredible. To your surprise, the iron grill the creature floats above has sagged and bent from the heat. At first, you thought the heat came from the grill... but now you realize it emanates from the creature. As you watch, flecks of ash drift from the writhing corpse and float slowly to the ceiling."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,3,16202,,,"You tilt the decanter over the grill and begin to pour. A small stream of ice-blue water pours from the decanter, and touches the flames of the grill with a violent hissing and a rush of steam... as if in response to this challenge, the decanter seems to *lunge* forward, falling onto the grill and shattering! "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,4,16203,,,"Hissing billows of steam and a furious crackling noise rushes from the grill, spilling over you and forcing you to cover your ears and turn away... there is a scream, a cackling, a terrible sound like a hundred buildings burning, people screaming, their screams being cut short by the roar of flame and melting flesh... "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,5,16204,,,"As you put your hands over your ears to block out the sound, you feel a stickiness on your hands, like hot cheese or candle wax... your ears are bleeding from the sound! You draw your hands back, and see them covered with chunks of melted flesh filled with bloody swirls..."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,6,16205,,,"You are about to run from the bar, anything to get away from the sound, when suddenly all falls silent, except for a jagged crackling coming from the grill. You turn - on the grill lies the Decanter of Endless Water, now nothing but shards and steam. Above it is the creature, flames still trailing from its body, floating over the bar's floor. It is staring at you, its eyes flickering like two torches..."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,11,16624,,,"Ignus slowly turns to meet your gaze. *""Yesss?""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,12,16625,,,"Ignus turns to the trees, the air around him becoming uncomfortably hot in seconds. *""Yesss... burnnnn...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,13,16626,,,"Ignus laughs horribly; gouts of flame erupt from his throat. *""You ssstand between me and thing that burnsss? Youuu, tooo, will burnnnn...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,19,54145,,,"*""I am yourssss... till death comessss for ussss BOTH...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,20,57448,,,"*""HSSSS'SSSSS!""* Your heart jumps as Ignus soars several feet into the air, and his jaw tears open, fiery trails spilling forth like a nest of snakes. *""NO MORE TALK AND QUESSSSTIONSSS! Ssssilence...!""* "
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,21,57580,,,"*""Think YOU could ch'ain Ignussss...?""* The flames around Ignus swirl like a cloak, then fan outwards, as if seeking to caress you. *""KILL you, turn you to *asssshessss* Ignussss can... for now, Ignusssss followsssss... but threatsssss... threatsss ANGER Ignusssss...""* "
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,22,57583,,,"There is a crackling in the air, and Ignus cocks his head slightly, as if studying you, then hisses. *""FLAMESSSSS will burnnnn the immmortality from you... you are NOT sssafe from my flamesssss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,23,57587,,,"*""You are *NOT* immmortal... Ignusssss can KILL you... ssscatter your asssshesss to the windssss...""* You watch as he flings his arms wide, and a HEAT pours from him, so powerful you are forced to shield your eyes - there is a great ROARING, as the air flees past you being drawn into Ignus. "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,24,57589,,,"As you try to shout at Ignus to stop, the tide of heat turns back upon itself, and a blazing *heat* washes over you. You feel your flesh begin to smolder, then smoke, and the beginnings of PAIN... you clench your teeth, and over the pain, you can hear Ignus cackling... cackling, crackling laughter... "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,25,57603,,,"As you shout his name again, the heat dies - as you draw your arms back from your face, you see that your skin has blackened from where Ignus burned it... and Ignus is watching you hungrily. You know, more than anything, that whatever Ignus *is,* whatever power that has embraced him, it has the power to destroy you - if his flames were to kill you, there would be nothing left of your body."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,26,57608,,,"Your words are like oil... and you watch them fill Ignus' eyes, fanning the flames you see there. *""Flamessss?""* Ignus drifts down slightly, the heat around him rising, as if in interest. *""Sssss'peak... Ignusss will lisssten...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,27,57636,,,"*""Flamessss...?""* Ignus' voice crackles, as if in interest. *""Sssss'peak... Ignusss will lisssten...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,28,57659,,,"*""NO! SSSS'PEAKKKK!""* Ignus howls, and the air around you *twists* again from the sheer amount of heat. *""SPEAK OF FLAMESSSSS! SSS'PEAK OF THE BURNING!""* "
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,29,57664,,,"Ignus howls, a horrible *screaming* roar, and a fiery radiance suddenly surrounds him - and his eyes - his eyes are like windows to some other PLACE. He raises his hands, flames crackling along the edges, growing to become great, flaming whips. *""You sssshalll BURNNNN!""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,30,57666,,,"As you speak, the crackling of the flames around Ignus' frame ebbs, as if the flames themselves are listening to your words... when you finish, Ignus hisses softly, and the flames in his eyes have dimmed, as if he is lost in a memory. *""Yessssss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,31,57668,,,"*""Thissss way...""* A small pocket of flesh on Ignus' cheek *pops,* and runs in a steaming trickle down his jaw. *""Thissss way... Ignussss alwayssss wasss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,32,57673,,,"Ignus twists, hunching his head forward as his body spins slowly above the ground... the effect is much like a fiery whirlwind, thermals streaming off his body and distorting the air around him. *""Ssssstill Ignusss... alwayssss Ignusss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,33,57677,,,"As you open your mouth to speak, Ignus suddenly whirls on you - you are forced to choke back your words as the heat from his frame floods over you. *""Ignussss might YOU be... sss'PARKssss in bodiesss, alwayssss sssseeeking to rise...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,34,57682,,,"*""ALL thingssss burn... insssside...""* Ignus' head cranes back and throws his arms wide, spirals of flame and heat traveling up his arms. *""Only need to be KINDLED with flamessss to become Ignusssss... sssso might YOU have been... Ignussss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,35,57689,,,"*""Yessssss...""* Ignus 'grins,' cocking his head to one side, ashes falling from his skull and being swept up in the flaming wreath that surrounds him. "
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,36,57694,,,"Ignus' face splits, the flesh around the corner of his mouth cracking, then re-melting into charred, sneering red-and-black pieces. *""Yessss... a dream sssshall Ignussss ssshare...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,37,57700,,,"A torrent of flames pours from Ignus, and you take a step back, the air *bending* from the heat. *""Sssstreetsss at night... ssssso cold... Ignussss BURNNN the buildingssss, the dwellersss... all RAN from Ignussss, the flamessss, and the buildingssss were as flamessssss... screamssss as the dwellerssss became TORCHESSssss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,38,57704,,,"*""Buildingssss as SKELETONSSSS... Anglessss, bodiessss as skeletonssss... redsss and orangessss and blackssss, the flamessss sssspreading, caresssing... sssuch LIGHTSSSS...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,39,57709,,,"*""Sss...""* Ignus' fury dies, the wreaths of flames surrounding him ebbing somewhat. He seems to be lost in thought - perhaps lost in memory. *""Ssss... and Ignussss wassss pleasssed...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,40,57714,,,"For a moment, you don't think Ignus has heard you, when suddenly the fires in his eyes dim slightly, and he gives a soft hiss, cinders and ash dancing at the edges of his jaw. *""Ignusss... once... knew NOTHING of flamessss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,41,57725,,,"*""Once... Ignussss knew NOTHING of flamessss... he ssset ssssmall firesss, tiny flamesss, tiny flickeringssss... sssmall bitsss of flame...""* Ignus hisses again, ashes and fiery motes drifting from the ruin of his mouth. *""The firessss grew... Ignussss ssset firessss in their streetssss... and lit the firessss of anger in their heartssss...""* "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,42,57733,,,"You speak, but Ignus doesn't seem to hear you... he seems to be somewhere else, as if re-living a memory through his words... against your will, you stop and listen."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,43,57734,,,"*""They sssought to punisssh Ignus, the ssmall fliesss from the Hive. They wissshed to sssee Ignusss BURNNN after Ignusss ssset fire to their ssstreets... tiny magelingsss, hedge wizzardsss, runecasterssss... tiny ssss'parks of magic came to PUNISSSSH Ignusss for hurting their loved onessss... they sssentenced Ignusssss to BURNNNN, made Ignussss a TORCH, a sssspitting FLAME, burning, burning... It wassss JUSSSTICE, they sssaid...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,44,57736,,,"*""Jusss'tice...""* You watch, mesmerized, as Ignus begins slowly turning again, as he did above the grill in the Smoldering Corpse. *""...but it was not a sssentence... there is ssoooo much flamessss and painnn that there issss NO pain... there issss LIGHT, and HEAT, and the flesssh runsss as TALLOW acrossss my bonessss... and for the firssst time... Ignussss issss PLEASSSSED...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,45,57738,,,"Ignus stops his rotation, and his gaze falls upon you. As it does, the fires in his eyes flare, and a charred grin splits his features, the flesh crackling and bubbling as it melts and streams across his face. Ignus wears the face of all hells, of flames, and his next words are spoken like a death sentence - not only for you, but for everyone, everywhere. *""When the planessss burnnnn and all life is torchesss, then Ignusss ssshall at lassst... be at peace...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,46,57743,,,"*""Of learningssss and teachingsss you know...""* Gouts of flame erupt from Ignus' mouth, in a horrid semblance of laughter. *""You have ALWAYSSSS taught Ignussss... Ignusss MASSSS'TER, you *were.*""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,47,57751,,,"Ignus' voice *drops,* and the crackling of the flames dies. *""Yessss... it issss the only reasssson... Ignussss... OBEYSSS you...""* Flames rise around him in a crackling spiral. *""till DEATH comessss for ussss both... your wordsssss to ME... to your sssstudent IGNUSSSS... Ignusss hassss NOT forgotten... Masssster...""*"
